dish_id,name_vi,region,serving_g,verified_by,note
VFR-723,Cánh gà chiên tiêu lốp,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=723). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-726,Chân giò cuộn hầm sâm,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=726). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-733,Càng cua chiên mè xốt Mayo,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=733). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-734,Mực trứng xào rau răm,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=734). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-738,Sườn chiên cay,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=738). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-742,Cá nục kho rục,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=742). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-746,Cơm tấm sườn cây,,600.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=746). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-753,Mướp hương nhồi tôm hấp,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=753). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-759,Chả giò khoai tây trứng muối,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=759). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-761,Chả ốc chiên,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=761). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-773,Đùi ếch nướng lá cách,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=773). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-780,Ragu bò,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=780). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-785,Súp nấm ngưu bàng,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=785). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-797,Bánh tôm chiên củ sắn,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=797). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-798,Cá hồi áp chảo xốt tiêu,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=798). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-799,Gà cuộn xúc xích,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=799). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-801,Nấm xào bí ngòi,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=801). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-806,Bún thang,,20.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=806). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-809,Canh tôm mọc hạt sen,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=809). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-829,Canh cải gói thịt gà nấm hương,,70.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=829). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-831,Cuốn vịt mắm sả,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=831). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-843,Thịt nướng xí muội,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=843). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-846,Lẩu bắp bò chua cay,,1000.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=846). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-847,Tai heo thấu chua,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=847). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-852,Cá lá lốt chiên mè,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=852). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-857,Giò hoa rong biển,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=857). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-871,Canh cá chép rau cần,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=871). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-872,Salad hạt chia,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=872). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-889,Canh gà lá quế,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=889). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-907,Chả tôm chiên mặt nguyệt,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=907). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-916,Ba chỉ chiên giòn – mắm thơm,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=916). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-919,Cá ngừ đại dương lúc lắc,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=919). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-930,Tôm rang củ nén húng chanh,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=930). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-931,Mì cay chay,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=931). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-954,Hàu chiên giòn sốt mayonnaise mù tạt,,40.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=954). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-961,Tôm bao mọc chiên giòn,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=961). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-971,Bún xí quách nước tương,,1000.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=971). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-972,Mướp hương xào tim,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=972). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-978,Lẩu nhúng chay,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=978). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-989,Lẩu gà ớt hiểm,,1300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=989). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-994,Cơm phô mai chiên giòn,,30.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=994). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1018,Nấm chiên giòn xốt chanh dây,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1018). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1020,Lẩu thái cua đồng,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1020). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1022,Đuôi heo nướng chao,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1022). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1024,Cá hồi chiên sốt chanh,,250.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1024). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1030,Gan chiên cháy tỏi,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1030). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1034,Cánh gà chiên ngũ cốc,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1034). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1046,Bì bún chay,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1046). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1050,Thịt giò heo kho củ cải,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1050). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1052,Hamburger bí đỏ,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1052). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1058,Giò heo hầm tứ quý,,600.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1058). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1060,Sườn xóc tỏi,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1060). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-1063,Vịt nướng nồi đất,,2000.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=1063). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
