vifoodrec_food_id,name_vi,reason,detail
2136,Bánh Bao Kim Sa,unparsed_main_ingredient,Trứng vịt muối 4 Quả; Sữa tươi 200 muỗngl
2137,Gỏi Củ Hũ Dừa Tôm Thịt,unparsed_main_ingredient,Nước cốt chanh 50 muỗngl; Rượu trắng 1 muỗnguỗng canh; Gừng 3 Lát
2138,Bánh Dừa Trứng Nướng,unparsed_main_ingredient,Trứng gà 2 Quả
2139,Bánh Bèo,unparsed_main_ingredient,Nước ép cà rốt 2 muỗnguỗng canh
2140,Gỏi Ổi Tai Heo,unparsed_main_ingredient,Tai heo 1 Cái; Ổi 1 Trái; Cà rốt 1/2 Củ; 20
2141,Bò Kho,unparsed_main_ingredient,Xốt bò kho Barona 1 Gói; Rượu trắng 1 muỗnguỗng canh; Sả 2 Cây
2142,Bánh Cuốn Nóng Nhân Thịt,low_food_id_cover,"cover=0.00 thieu: Bột gạo, Bột năng, Bột sắn dây, Thịt heo bằm, Nấm mèo"
2143,Chè Bắp Nước Dừa,unparsed_main_ingredient,Bắp nếp 7 Trái; Lá dứa 2 Lá; Nước cốt dừa 500 muỗngl; Bột năng 1 muỗnguỗng canh
2144,Canh Cá Trắm Nấu Su Hào,unparsed_main_ingredient,Su hào 1 Củ; Cà chua 1 Trái; Bột nghệ 1 muỗnguỗng cà phê; Cơm mẻ 1 muỗnguỗng canh
2145,Đậu Que Luộc,unparsed_main_ingredient,Nước 4 Chén; Đá 4 Chén
2146,Canh Cà Rốt Khoai Tây Nấu Xương,unparsed_main_ingredient,Cà rốt 2 Củ; Khoai tây 3 Củ
2147,Chân Gà Trộn Xoài Xanh,unparsed_main_ingredient,Chân gà 15 Cái; Xoài xanh 1 Trái; Cà rốt 1 Củ; Trái tắc 3 Trái
2148,Canh Ngũ Sắc Chay,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2149,Cải Kale Xào Thịt Bò Chay,unparsed_main_ingredient,Rau cải 1 Bó
2150,Đậu Hủ Rim Nước Dừa,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2151,Canh Miso Bắp Cải,unparsed_main_ingredient,Cà rốt 1/2 Củ; Tương Miso 1/2 muỗnguỗng canh; Rượu Mirin 1 muỗnguỗng canh; Nước lọc 600 muỗngl
2152,Nấm Bào Ngư Áp Chảo,low_food_id_cover,cover=0.00 thieu: Nấm bào ngư
2153,Bí Đỏ Um Nấm,unparsed_main_ingredient,Bí đỏ 2 Quả; Nước dừa tươi 700 muỗngl
2154,Bí Ngòi Hấp Tôm Thịt Thơm Ngon,unparsed_main_ingredient,Bí ngòi 2 Trái
2155,Gà Chiên Giòn Da,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2156,Tàu Hủ Xào Chay Sắc Màu,unparsed_main_ingredient,Đậu hũ non 5 muỗngiếng; cải trắng 1/2 Bông; Cà rốt 1 Củ
2157,Sườn Non Nướng Mật Mía Chay,unparsed_main_ingredient,Mía lau 2 Khúc; Hẹ 10 Cọng
2158,Mì Tôm Xào Thập Cẩm Chay,unparsed_main_ingredient,Mì tôm 2 Gói; Dưa leo 1 Trái
2159,Vịt Quay Chay,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2160,Đậu Kho Nấm Khổ Qua,unparsed_main_ingredient,Khổ qua 2 Trái
2161,Trứng Chiếc Thuyền,unparsed_main_ingredient,Trứng gà 7 Quả; Lòng đỏ trứng muối 3 Cái
2162,Bò Kho,unparsed_main_ingredient,Dầu điều 1 muỗnguỗng canh; Nước dừa tươi 500 muỗngl
2163,Miến Trộn Rau Củ Chay,unparsed_main_ingredient,Cà rốt 1 Củ; Miến 1 Gói
2164,Ếch Xào Sả Ớt Thơm Ngon,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2165,Thịt Nạc Kho Tiêu,unparsed_main_ingredient,Nước màu 1 muỗnguỗng cà phê
2166,Canh Rong Biển Tàu Hũ Hạt Sen,unparsed_main_ingredient,Đậu hũ non 2 Cây; Rong biển khô 1/3 Gói; Đầu hành 3 Nhánh
2167,Thịt Heo Kho Mắm Ruốc,unparsed_main_ingredient,Mắm ruốc 2 muỗnguỗng canh; Sả 4 Cây
2168,Thịt Bò Xào Hành Tây Và Cà Rốt,unparsed_main_ingredient,Cà rốt 1/3 Củ; Rượu vang 3 muỗnguỗng canh
2169,Súp Lơ Xanh Xào Thịt Bò,unparsed_main_ingredient,Súp lơ 1 Cây; Gừng 1 muỗngiếng
2170,Nước Ép Táo Và Bắp Cải,unparsed_main_ingredient,Táo 1 Trái
2171,Lẩu Gà Lá Giang,unparsed_main_ingredient,Sả 3 Cây
2172,Tự Làm Bánh Flan Sữa Tươi,unparsed_main_ingredient,Sữa tươi 500 muỗngl; Sữa đặc 1 Hộp; Trứng gà 7 Quả; Vani 2 Ống
2173,Lẩu Đuôi Bò,unparsed_main_ingredient,Sa tế 2 muỗnguỗng cà phê; Dầu điều 1 muỗnguỗng canh
2174,Thịt Kho Quẹt Đậm Đà,low_food_id_cover,cover=0.11 thieu: Thịt ba chỉ
2176,Đuôi Heo Chiên Giòn Sốt Mắm Tắc,unparsed_main_ingredient,Nước cốt tắc 50 muỗngl
2177,Cơm Chiên Cá Mặn Chay,unparsed_main_ingredient,Cơm 2 Chén
2179,Bầu Kho Cần Tàu,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2180,Bánh Xèo Hến Củ Hũ Dừa,low_food_id_cover,"cover=0.28 thieu: Bột bánh xèo cốt dừa Taky, Tôm đất, Củ hũ dừa"
2181,Sữa Tươi Trân Châu Đường Nâu,unparsed_main_ingredient,Sữa tươi không đường 300 muỗngl
2182,Salad Rau Trộn Sốt Mayonnaise,unparsed_main_ingredient,Xà lách 4 Cây; Dưa leo 2 Trái; Cà chua 4 Trái; Sốt Mayonnaise 2 muỗnguỗng canh
2183,Phá Lấu Chay,unparsed_main_ingredient,Nước dừa 300 muỗngl
2184,Kho Quẹt Chấm Rau Củ,low_food_id_cover,"cover=0.33 thieu: Tôm khô, Thịt ba chỉ"
2185,Đậu Hủ Mè Cay,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2186,Salad Sữa Chua Chay,unparsed_main_ingredient,Sữa chua không đường 2 Hộp
2187,Đậu Phộng Rim Mặn Ngọt,unparsed_main_ingredient,Nước 120 muỗngl; Rượu trắng 22 muỗngl; Siro đường 45 muỗngl
2188,Đậu Hủ Kho Khóm,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2189,Đậu Hũ Khìa Nước Dừa,unparsed_main_ingredient,Đậu hũ chiên 4 muỗngiếng; Cà rốt 1/2 Củ; Tàu hũ ky 1 muỗngiếng; Dừa tươi 1 Trái
2190,Cần Tây Xào Thập Cẩm,unparsed_main_ingredient,Cần tây 1 Cây; Cà chua 3 Trái; Cà rốt 1 Củ; Bí ngòi 1/2 Trái
2191,Bún Măng Chay,unparsed_main_ingredient,Mì căn 1 Cây; Cà rốt 1 Củ; Xà lách 1 Cây
2192,Đậu Hũ Kho Tiêu,unparsed_main_ingredient,Đậu hũ trắng 2 muỗngiếng; Nước 5 muỗnguỗng canh
2193,MỰC CHAY CHIÊN XÙ ĐƠN GIẢN,unparsed_main_ingredient,Nước 100 muỗngl; Tương cà 3 muỗnguỗng canh
2194,Đậu Côve Xào Nấm Hương,unparsed_main_ingredient,Cà rốt 1/2 Củ
2195,Cua Rang Sốt Me,unparsed_main_ingredient,Cua gạch 2 Con; Nước cốt me 1 Chén
2196,Đậu Hũ Làng Mơ Xốt Nước Tương,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2197,Muối Ớt Xanh,unparsed_main_ingredient,Lá chanh 10 Lá
2198,Nấm Sò Vua Áp Chảo Chay,unparsed_main_ingredient,Mật ong 1 muỗnguỗng cà phê
2201,Mì Xào Cải,unparsed_main_ingredient,Mì tôm 1 Gói
2202,Mứt Me,low_food_id_cover,cover=0.45 thieu: Me
2203,Cháo Cá Lóc Rau Đắng,low_food_id_cover,"cover=0.09 thieu: Gạo, Cá lóc, Đầu hành, Rau đắng"
2205,Su Su Xào Tỏi,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2206,Sinh Tố Táo Sữa Tươi,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2207,Cà Ri Chay,unparsed_main_ingredient,Nước cốt dừa 500 muỗngl
2208,Cà Ri Gà,unparsed_main_ingredient,Xốt cà ri Barona 1 Gói; Sả 3 Cây; Nước cốt dừa 100 muỗngl
2209,Cà Ri Gà Nấu Rau Củ,unparsed_main_ingredient,Khoai lang 1 Củ; Khoai tây 2 Củ; Cà rốt 1 Củ; Bột cà ri 3 muỗnguỗng canh
2210,Bún Gạo Xào Chay Đơn Giản,unparsed_main_ingredient,Tàu hũ ky 1 Lát; Đậu hũ chiên 1 muỗngiếng; Cần tây 1 Nhánh; Sa tế 1 muỗnguỗng cà phê
2211,Sandwich Kẹp Jambon,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2212,Thạch Sắn Dây Trà Xanh,low_food_id_cover,"cover=0.59 thieu: Bột sắn dây, Trà Thái"
2213,Bánh Ướt Lòng Gà,unparsed_main_ingredient,Nước 700 muỗngl; Lòng gà 2 Bộ; Đùi gà 1 Cái
2214,Nước Chanh Hương Sả Hạt Chia,unparsed_main_ingredient,Hạt chia 5 muỗnguỗng cà phê; Sả 4 Cây
2215,Thịt Quay Giòn Da Bằng Nồi Chiên Không Dầu,unparsed_main_ingredient,Bột ngũ vị hương 2 muỗnguỗng cà phê
2216,Chè Dưỡng Nhan Hạt Chia,unparsed_main_ingredient,Nước 1.50 Lít
2217,Gỏi Đu Đủ Ba Khía,unparsed_main_ingredient,Nước cốt chanh 50 muỗngl
2218,Xôi Cốm Đậu Xanh,low_food_id_cover,"cover=0.41 thieu: Cốm dẹp, Dừa nạo"
2219,Cá Basa Sốt Cà,unparsed_main_ingredient,Cà chua 4 Quả; Dầu điều 1 muỗnguỗng canh; Sốt Mayonnaise 1 muỗnguỗng canh
2220,Tim Heo Luộc Sạch Thơm,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2221,Bánh Tráng Bơ,unparsed_main_ingredient,Lòng đỏ trứng gà 2 Cái; Nước cốt chanh 1 muỗnguỗng cà phê
2222,Cá Thu Kho,unparsed_main_ingredient,Nước dừa 200 muỗngl; Mỡ heo 3 muỗnguỗng cà phê; Nước màu 1 muỗnguỗng cà phê
2223,Gỏi Rau Muống Đậu Phộng,unparsed_main_ingredient,Rau muống 1 muỗngớ; Nước 1 muỗnguỗng canh; Nước cốt chanh 2 Quả
2224,Pha Mắm Tôm Chấm Bún Đậu,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2225,Gà Nấu Chao,unparsed_main_ingredient,Gà trống 1 Con; Chao 4 muỗngiếng; Sả 2 Cây; Khoai môn 1 Củ
2226,Cà Tím Luộc Trộn Nước Sốt Tỏi,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2227,Sữa Đậu Phộng,unparsed_main_ingredient,Sữa tươi 200 muỗngl
2228,Sò Lụa Hấp Thái,unparsed_main_ingredient,Sả 5 Cây; Củ riềng 1 Củ; Rau muống 1 Bó
2229,Bánh Pudding Socola Vị Óc Chó,unparsed_main_ingredient,Sữa tươi 250 muỗngl; Kem whipping 100 muỗngl; Tinh chất vani 1/2 muỗnguỗng cà phê
2230,Canh Sườn Cải Chua,low_food_id_cover,"cover=0.19 thieu: Sườn non, Dưa cải chua, Hành tím"
2231,Hồng Treo Gió,unparsed_main_ingredient,Rượu trắng 500 muỗngl
2232,Cơm Saffron Cà Ri Gà,unparsed_main_ingredient,Đùi gà 3 Cái; Sữa dừa organic Ecomil 400 muỗngl; Saffron 12 Sợi; Bột cà ri 2 muỗnguỗng canh
2233,Smoothie Thanh Long Đỏ Nhiệt Đới,unparsed_main_ingredient,Thanh long đỏ 1 Trái; Chuối 2 Trái; Bột óc chó Ecomil 1 muỗnguỗng canh; Thanh long 1 Trái
2234,Chả Giò Que Tôm Thịt,unparsed_main_ingredient,Bánh tráng bía 2 Gói
2235,Canh Chua Lá Giang Nấu Cá Điêu Hồng,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2236,Trái Tắc Ngâm Đường,low_food_id_cover,cover=0.50 thieu: Trái tắc
2237,Bì Chay Ngon,unparsed_main_ingredient,Đậu hũ trắng 2 muỗngiếng; Thính gạo 1 muỗnguỗng canh; 100
2238,Snack Hành Tây,unparsed_main_ingredient,Trứng gà 1 Quả; Sữa tươi không đường 120 muỗngl
2239,Cá Nục Kho Măng,unparsed_main_ingredient,Củ riềng 1 Củ
2240,Trứng Vịt Lộn Um Bầu,unparsed_main_ingredient,Trứng vịt lộn 5 Quả
2241,Bún Chay Kiểu Huế,unparsed_main_ingredient,Thơm 1/2 Trái; Đậu hũ chiên 2 muỗngiếng; Sả 4 Cây; Dầu điều 1/2 muỗnguỗng cà phê
2242,Salad Dưa Leo Cá Basa Phủ Trứng Muối,unparsed_main_ingredient,Sốt Mayonnaise 1 muỗnguỗng canh; Lá oregano xay 1/2 muỗnguỗng cà phê; Dưa leo 2 Quả; Trứng vịt muối 2 Quả
2243,Tôm Chiên Cốm Giòn Rụm,unparsed_main_ingredient,Tôm tươi 30 Con; Trứng gà 2 Quả; Cà chua 1 Trái
2244,Canh Chua Đầu Con Cá Hồi,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2245,Đậu Hũ Sốt Nấm Rau Củ Chay,low_food_id_cover,"cover=0.73 thieu: Bí ngòi, Bắp Mỹ, Hẹ"
2246,Salad Phở Bò Nướng Ngũ Vị,low_food_id_cover,"cover=0.54 thieu: Thịt bò, Xốt thịt nướng ngũ vị Barona, Húng quế, Húng lũi"
2247,Miến Trộn Bò Xốt Ngũ Vị,low_food_id_cover,"cover=0.27 thieu: Miến, Thịt bò phi lê, Cải bó xôi, Ớt chuông vàng, Mè rang"
2248,Salad Gà Nướng Ngũ Vị,low_food_id_cover,"cover=0.19 thieu: Ức gà, Ớt chuông đỏ, Lá rocket, Rau mầm, Xốt thịt nướng ngũ vị Barona"
2249,Chả Giò Sứa,unparsed_main_ingredient,Trứng vịt 2 Quả; Bánh tráng 10 Cái; Bột chiên xù 1 Gói; Cà rốt 1 Củ
2250,Súp Gà Rau Củ Hạt Sen,unparsed_main_ingredient,Bí đỏ 10 Trái; Hạt sen tươi 100 Hạt; Bột bắp 1 muỗnguỗng canh; Nước 1 Lít
2251,Đậu Hũ Hấp Tương Cay,unparsed_main_ingredient,Đậu hũ trắng 1 muỗngiếng; Sả băm 1 muỗnguỗng canh; Nước 80 muỗngl
2252,Sườn Non Sốt Cam Với Nấm Kim Châm,unparsed_main_ingredient,Cam 1 Trái; Tương cà 1 muỗnguỗng cà phê
2253,Bò Hầm Củ Quả,unparsed_main_ingredient,Trứng cút 30 Trái
2254,Mắm Chua Thịt Luộc Đậu Rồng,unparsed_main_ingredient,Mắm tép 4 muỗnguỗng canh; Trái tắc 4 Trái; Gừng 1 Củ
2255,Sườn Chiên Sốt Me Chua Ngọt,unparsed_main_ingredient,Bột nếp 1 Chén
2256,Mì Quảng Gà Miền Trung,unparsed_main_ingredient,Gà ta 1/2 Con; Bánh tráng 2 Cái; Sả 1 Cây; Củ nén 4 Củ
2257,Smoothie Dâu Tây Hạt Chia Giảm Cân,unparsed_main_ingredient,Sữa chua không đường 50 muỗngl; Sữa hạnh nhân 50 muỗngl; Lá bạc hà 2 Lá
2258,Khoai Tây Nghiền Với Trứng Và Thịt Muối,unparsed_main_ingredient,Khoai tây 3 Củ
2259,Cơm Gà Quảng Nam,unparsed_main_ingredient,Thịt gà 1 Con; Bột nghệ 1 muỗnguỗng cà phê; Dưa leo 1 Trái
2260,Bánh Ít Trần Nhân Tôm Thịt,low_food_id_cover,"cover=0.00 thieu: Bột nếp, Tôm tươi, Thịt băm"
2261,Rong Biển Cháy Tỏi Chà Bông Tôm,unparsed_main_ingredient,Rong biển khô 1 Bịch
2262,Bắp Nữ Hoàng Xào Khô Ruốc,unparsed_main_ingredient,Ruốc sấy 2 muỗnguỗng canh; Bơ 1 muỗnguỗng canh
2263,Cá Chạch Chiên Giòn,unparsed_main_ingredient,Nước cốt chanh 1 muỗnguỗng canh
2264,Cá Điêu Hồng Kho Cà,unparsed_main_ingredient,Cà chua 4 Quả; Nước 1/2 Chén
2265,Bánh Căn Đà Lạt,unparsed_main_ingredient,Cơm 1 Chén; Trứng cút 40 Quả; Xoài chín 2 Trái; Thơm 1/2 Trái
2266,Nấm Rơm Kho Chay,unparsed_main_ingredient,Gừng 1/2 Củ
2267,Lòng Non Chiên Nước Mắm Ớt,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2268,Thịt Kho Trứng Chiên Ngũ Vị,unparsed_main_ingredient,Trứng vịt 5 Quả; Nước dừa tươi 500 muỗngl; Gừng 1 Củ; Nước màu 1 muỗnguỗng cà phê
2269,Bánh Bông Lan Trứng Muối Sốt Phô Mai,unparsed_main_ingredient,Cream of tartar 1/2 muỗnguỗng cà phê; Trứng gà 3 Quả; Trứng vịt muối 8 Trái; Phô mai 8 Viên
2270,Ram Bắp,unparsed_main_ingredient,Bắp nếp 2 Trái; Nước 20 muỗngl
2271,Dưa Gang Tươi Sốt Socola,unparsed_main_ingredient,Dưa gang 1 Trái; Bột cacao 3 muỗnguỗng canh; Sữa đặc 1.50 muỗnguỗng canh
2272,Canh Chua Cá Ngát Nấu Rau Muống,unparsed_main_ingredient,Rau muống 1 Bó; Húng quế 1 Nhánh
2273,Cơm Chiên Trứng Vịt Muối,unparsed_main_ingredient,Cơm 3 Chén; 2; Lạp xưởng 1 Cây
2274,Sườn Ram Nước Dừa,unparsed_main_ingredient,Nước dừa 250 muỗngl
2275,Chè Đậu Xanh Nguyên Vỏ,unparsed_main_ingredient,Nước 1 Lít
2276,Sò Lông Nướng Mỡ Hành,low_food_id_cover,"cover=0.09 thieu: Sò lông, Ớt băm, Đậu phộng"
2277,Mắm Cá Linh Chưng Thịt,unparsed_main_ingredient,Trứng vịt 3 Quả
2278,Chả Ốc Bươu Chiên,unparsed_main_ingredient,Nấm hương 4 Cái
2279,Xôi Nướng Cuộn Lạp Xưởng,unparsed_main_ingredient,Nước cốt dừa 240 muỗngl; Lạp xưởng 6 Cây; Lá dứa 5 Lá
2280,Gà Hầm Trái Bí,unparsed_main_ingredient,Nước dừa 500 muỗngl
2281,Muối Chanh Ớt Chấm Gà Luộc,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2282,Đùi Ếch Chiên Bơ Tỏi,unparsed_main_ingredient,Mật ong 4 muỗnguỗng cà phê
2283,Chân Gà Hấp Lá Chanh,low_food_id_cover,"cover=0.07 thieu: Chân gà, Sả, Ớt"
2284,Thịt Ba Chỉ Om Chuối Đậu,unparsed_main_ingredient,Chuối 4 Trái; Đậu hũ trắng 3 muỗngiếng; Bột cà ri 2 muỗnguỗng cà phê
2285,Khô Cá Lóc Một Nắng,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2286,Lưỡi Vịt Sapo,unparsed_main_ingredient,Húng quế 0.67 Cây; Rượu trắng 240 muỗngl; Gừng 1 Củ; Thanh quế 1 muỗngiếng
2287,Xôi Bắp Hạt,unparsed_main_ingredient,Nước cốt dừa 400 muỗngl; Bắp nếp 4 Trái
2288,Bánh Tằm,unparsed_main_ingredient,Khoai mì 2 Củ; Nước cốt dừa 400 muỗngl; Bột năng 2 muỗnguỗng canh; Nước lá dứa 3 muỗnguỗng canh
2289,Tắc Muối,low_food_id_cover,cover=0.26 thieu: Trái tắc
2290,Thịt Bò Xào Bông Cải Xanh,unparsed_main_ingredient,Gừng 1 Củ
2291,Ốc Móng Tay Hấp Sả Ớt,unparsed_main_ingredient,Sả 2 Cây
2292,Muối Tiêu Chanh,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2293,Canh Cải Nấu Tôm Khô,low_food_id_cover,"cover=0.00 thieu: Cải ngọt, Tôm khô"
2296,Bánh Crepe Lá Dứa Nhân Kem Sầu Riêng,unparsed_main_ingredient,Nước lá dứa 100 muỗngl; Sữa tươi có đường 100 muỗngl; Nước cốt dừa 100 muỗngl; Trứng gà 2 Quả
2297,Bánh Crepe Nhân Kem Sầu Riêng,unparsed_main_ingredient,Sữa tươi không đường 210 muỗngl; Trứng gà 1 Quả; Kem whipping 150 muỗngl; Vani 1 muỗnguỗng cà phê
2298,Mề Gà Xào Sả Ớt Cay,unparsed_main_ingredient,Sả 2 Cây
2299,Canh Cua Đồng Mồng Tơi,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2300,Cơm Gạo Lứt Cá Hồi Vị Sả,unparsed_main_ingredient,Xốt thịt nướng sả Barona 2 muỗnguỗng canh; Dầu olive 1 muỗnguỗng canh
2301,Cơm Chiên Gạo Lứt Xốt Vị Sả,unparsed_main_ingredient,Xốt thịt nướng sả Barona 3 muỗnguỗng canh
2302,Bánh Xèo Cốt Dừa Tôm Thịt,unparsed_main_ingredient,Nước cốt chanh 10 muỗngl; Củ cải trắng 1/2 Củ; Cà rốt 1/2 Củ
2303,Khoai Tây Xào Cà Chua,unparsed_main_ingredient,Khoai tây 2 Củ; Cà rốt 1 Củ; Cà chua 2 Trái
2304,Chân Giò Hầm Ngũ Vị,unparsed_main_ingredient,Thanh quế 2 muỗngiếng; Hoa hồi 3 Cái; Thảo quả 1 Trái; Nguyệt quế 2 Lá
2305,Ức Gà Ướp Mật Ong Áp Chảo,unparsed_main_ingredient,Mật ong 1 muỗnguỗng canh
2306,Lòng Gà Xào Sả Ớt,unparsed_main_ingredient,Sả 3 Cây; Bột nghệ 1 muỗnguỗng canh
2307,Gỏi Sứa,unparsed_main_ingredient,Cà rốt 2 Củ; Dưa leo 4 Trái; Xoài xanh 1 Trái
2308,Canh Hàu,unparsed_main_ingredient,Thơm 1/4 Trái; Cà chua 2 Trái
2310,Cà Phê Sữa Tươi,unparsed_main_ingredient,Bột cacao 1 muỗnguỗng canh; Sữa tươi không đường 100 muỗngl; Đá 10 Viên
2311,Thịt Heo Kho Trứng Vịt,unparsed_main_ingredient,Nước dừa 300 muỗngl; Trứng vịt 7 Quả
2312,Mít Non Om Nước Dừa Chay,unparsed_main_ingredient,Dừa xiêm 1 Trái
2313,Hoành Thánh Chiên Chay,low_food_id_cover,"cover=0.13 thieu: Hoành thánh, Nấm đùi gà, Nấm mèo"
2314,Kem Bơ,unparsed_main_ingredient,Sữa tươi không đường 120 muỗngl; Kem dừa 1 Hộp; Đá 1 Cốc
2315,Canh Hoa Atiso Xương Heo,unparsed_main_ingredient,Bông atiso 1 Cái
2316,Bánh Tráng Chấm Sốt Bơ Trứng Muối Và Bánh Tráng Trộn Trứng Muối,unparsed_main_ingredient,Lòng đỏ trứng muối 12 Cái; Sữa tươi 50 muỗngl
2317,Bột Chiên Trứng,unparsed_main_ingredient,Trứng gà 3 Quả
2318,Thịt Chiên Nước Mắm Kiểu Thái,low_food_id_cover,"cover=0.01 thieu: Thịt ba chỉ, Tiêu, Bột chiên giòn"
2319,Muối Mè Đậu Phộng,low_food_id_cover,"cover=0.05 thieu: Đậu phộng, Mè trắng"
2320,Salad Bơ Trứng,unparsed_main_ingredient,Trái bơ 2 Trái; Dưa leo 1 Trái; Cà chua bi 10 Trái; Trứng cút 10 Quả
2321,Trà Chanh Túi Lọc,unparsed_main_ingredient,Trà túi lọc 4 Gói; Nước 300 muỗngl
2322,Thạch Đen Từ Cây Sương Sáo Khô,unparsed_main_ingredient,Nước 1.80 Lít
2323,Xúc Xích Tẩm Bột Chiên Giòn,unparsed_main_ingredient,Xúc xích 4 Cây; Sữa tươi 100 muỗngl; Trứng gà 1 Quả
2324,Salad Bơ Giảm Cân,unparsed_main_ingredient,Trái bơ 2 Trái; Dưa leo 1 Trái; Dầu olive 2 muỗnguỗng canh; Nước cốt chanh 2 muỗnguỗng canh
2325,Gà Chiên Giòn Sốt Cay,unparsed_main_ingredient,Trứng gà 2 Quả
2326,Sữa Mè Đen,unparsed_main_ingredient,Sữa tươi không đường 600 muỗngl; Lá dứa 10 Lá; Nước 1 Lít
2327,Sung Muối Ăn Ốc,low_food_id_cover,"cover=0.06 thieu: Trái sung, Ớt, Sả"
2330,Rong Biển Cháy Tỏi Ớt,unparsed_main_ingredient,Rong biển khô 1 Gói
2331,Bánh Nậm Ăn Chay,unparsed_main_ingredient,Cà rốt 1 Củ; Lá chuối 20 muỗngiếng
2332,Trà Bí Đao Giải Nhiệt,unparsed_main_ingredient,Bí đao 1 Trái; La hán quả 2 Quả; Lá dứa 1 Bó
2333,Chè Đậu Trắng Nếp Thái,unparsed_main_ingredient,Nước cốt dừa 250 muỗngl; Lá dứa 1/3 Bó
2334,Trứng Omelet Phô Mai,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2335,Bánh Mì Nướng Bơ Mật Ong,unparsed_main_ingredient,Bánh mì 2 Ổ; Mật ong 2 muỗnguỗng canh
2336,Canh Củ Cải Hầm Chay,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2337,Cải Thìa Xào Nấm Đông Cô Sốt Dầu Hào,unparsed_main_ingredient,Cà rốt 1 Củ; Nước 200 muỗngl; Bột bắp 1 muỗnguỗng canh
2338,Tôm Chiên Bột,unparsed_main_ingredient,Trứng gà 1 Quả
2339,Bánh Ít Nhân Đậu Và Dừa,unparsed_main_ingredient,Lá chuối 10 muỗngiếng; Nước cốt chanh 1 muỗnguỗng canh
2340,Bánh Mì Cá Hộp Kho Cà,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2341,Lườn Cá Hồi Nướng Trộn Gỏi,unparsed_main_ingredient,Dầu ô liu 4 muỗnguỗng cà phê; Mù tạt 4 muỗnguỗng cà phê
2342,Trứng Chiên,unparsed_main_ingredient,Trứng gà 5 Quả
2343,Lẩu Ếch Măng Chua,unparsed_main_ingredient,Nước hầm xương 1.20 Lít; Nước cốt me 4 muỗnguỗng canh
2344,Cánh Gà Rô Ti Đơn Giản,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2345,Lẩu Gà Lá Chúc,unparsed_main_ingredient,Gà ta 1 Con; Cơm mẻ 2 muỗnguỗng canh
2346,Thịt Kho Măng,low_food_id_cover,cover=0.40 thieu: Thịt ba chỉ
2347,Canh Chua Cải Thảo,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
2348,Nước Ép Nho Và Hạt Chia,unparsed_main_ingredient,Hạt chia 3 muỗnguỗng cà phê; Đá 1 Tô
2349,Canh Khổ Qua Nấu Tôm Khô,unparsed_main_ingredient,Khổ qua 2 Trái
2350,Bún Chả Nhà Làm,unparsed_main_ingredient,Bột chanh Maggi 1.50 muỗnguỗng canh
2351,Sâm Bổ Lượng,low_food_id_cover,"cover=0.27 thieu: Củ sen, Táo tàu, Bo bo, Củ năng, Phổ tai"
2352,Cà Pháo Trộn Mắm Nêm,unparsed_main_ingredient,Đu đủ 1/4 Trái; Thơm 1/3 Trái; Mắm nêm 1/2 Chén
2353,Vịt Nướng Mật Ong,unparsed_main_ingredient,Mật ong 3 muỗnguỗng cà phê; Bột bắp 1/2 muỗnguỗng cà phê
